material,number_of_elements,critical_temp
La1Fe1P1O1,4,6.61
La1Fe1P1O1,4,5.63
La1Fe1P1O1,4,7.22
Ce1Bi1S2F0.33O0.67,5,2.25
Ce1Bi1S2F0.4O0.6,5,2.77
Ce1Bi1S2F0.5O0.5,5,3.0
Ce1Bi1S2F0.6O0.4,5,2.96
Fe1Te0.6Se0.4,3,11.0
La1Bi1S2F0.5O0.5,5,2.7
La1Bi1S2F0.5O0.5,5,3.0
La1Bi1S2F0.5O0.5,5,9.09
Bi4S3O4,3,6.55
La2Pt3Ge5,3,8.1
Pr2Pt3Ge5,3,7.8
K1Fe2As2,3,3.4
Tl0.9Bi0.1Sr1.8Yb0.2Ca1Cu1.99Fe0.01O7,8,64.05
Tl0.9Bi0.1Sr1.8Yb0.2Ca0.9Cd0.1Cu1.99Fe0.01O7,9,71.3
Tl0.9Bi0.1Sr1.8Yb0.2Ca0.8Cd0.2Cu1.99Fe0.01O7,9,78.35
Tl0.9Bi0.1Sr1.8Yb0.2Ca0.7Cd0.3Cu1.99Fe0.01O7,9,85.0
Tl0.9Bi0.1Sr1.8Yb0.2Ca0.6Cd0.4Cu1.99Fe0.01O7,9,83.35
Ba1Ti2Bi2O1,4,4.6
Hg1Ba2Ca2Cu3O8,5,130.9
Ba1Ti2As0.2Sb1.8O1,5,0.48
Ba1Ti2Sb2O1,4,1.48
Ba1Ti2Sb1.6Bi0.4O1,5,3.47
Ba1Ti2Sb1.4Bi0.6O1,5,2.59
Ba1Ti2Sb0.8Bi1.2O1,5,4.02
Ba1Ti2Sb0.4Bi1.6O1,5,4.52
Nd1Bi1S2F0.1O0.9,5,4.24
Nd1Bi1S2F0.2O0.8,5,5.12
Nd1Bi1S2F0.3O0.7,5,5.12
Nd1Bi1S2F0.4O0.6,5,5.25
Nd1Bi1S2F0.5O0.5,5,4.7
Nd1Bi1S2F0.6O0.4,5,4.35
Nd1Bi1S2F0.7O0.3,5,4.25
Bi6S5O8,3,2.4
Bi4S3O4,3,4.11
Bi3.99Cu0.01S3O4,4,3.93
Bi3.975Cu0.025S3O4,4,2.99
Bi3.95Cu0.05S3O4,4,2.59
Bi3.9Cu0.1S3O4,4,2.99
Tl2Ba2Ca2Cu3O,5,107.7
Tl2Ba2Ca1.9Cu0.1Cu3O,5,110.85
Tl2Ba2Ca1.7Cu0.3Cu3O,5,111.5
Tl2Ba2Ca1.5Cu0.5Cu3O,5,106.1
Tl2Ba2Ca1.3Cu0.7Cu3O,5,107.05
Ca4Al2Fe2As2O6,5,28.2
Ca4Al2Fe2P2O6,5,17.1
Ca3Al2Fe2As2O5,5,30.2
Ca3Al2Fe2P2O5,5,16.6
C3Y2,2,15.65
Mg1B1.9C0.1,3,31.4
Mg1B1.8C0.2,3,19.7
Fe1.03Te0.8Se0.2,3,13.5
Fe1.03Te0.72Se0.28,3,13.9
Fe1.03Te0.6Se0.4,3,14.0
Fe1.03Te0.5Se0.5,3,12.9
K0.58Fe1.56Se2,3,31.9
Y3Ru4Ge13,3,2.85
Sr0.5La0.5F1Bi1S2,5,2.8
Te3Zr1,2,3.0
Mo1Sr2Y1Cu2O8,5,39.8
Mo1Sr2Y0.93Ca0.07Cu2O8,6,50.1
Li1Fe1P1,3,4.86
Ca9.57La0.43Pt3Fe10As18,5,13.3
Ca9.35La0.65Pt3Fe10As18,5,19.7
Ca9.07La0.93Pt3Fe10As18,5,22.2
Ca8.55La1.45Pt3Fe10As18,5,26.1
Ca8.18La1.82Pt3Fe10As18,5,22.1
Li1Fe1P1,3,4.9
Li1Fe1As1,3,17.3
Sr1Pt2Sb2,3,2.1
Pr1Pt4Ge12,3,7.8
Ca10Pt4Fe10As18,4,38.0
Ca10Pt4.1Fe9.9As18,4,32.2
Ca10Pt4.3Fe9.7As18,4,33.9
Ca10Pt4.6Fe9.4As18,4,22.5
Ca10Pt5Fe9As18,4,9.78
Ca10Pt3.42Fe9.58As18,4,10.96
Ca10Pt3.51Fe9.49As18,4,12.44
Ca10Pt3.72Fe9.28As18,4,14.9
Ca8La2Pt3.3Fe9.7As18,5,29.4
Ag1Sn1Se2,3,4.55
Sr1Fe2As1.3P0.7,4,23.3
Ba1Fe1.892Ni0.108As2,4,16.0
Ba1Fe1.856Ni0.144As2,4,7.5
K0.83Fe1.83Se2,3,32.5
K0.8Fe2Se2,3,32.5
Eu0.5K0.5Fe2As2,4,31.5
Ba0.8K0.2Fe2As2,4,7.28
Ba0.7K0.3Fe2As2,4,37.4
Ba0.4K0.6Fe2As2,4,28.7
Ba0.3K0.7Fe2As2,4,19.4
Ba0.2K0.8Fe2As2,4,11.7
Ba0.1K0.9Fe2As2,4,6.86
K1Fe2As2,3,3.0
Mo3Sb7,2,2.35
Fe1Se1,2,9.9
Ca0.32Na0.68Fe2As2,4,33.0
La1Fe0.98Ru0.02As1F0.11O0.89,6,27.4
La1Fe0.9Ru0.1As1F0.11O0.89,6,23.7
La1Fe0.8Ru0.2As1F0.11O0.89,6,19.7
La1Fe0.75Ru0.25As1F0.11O0.89,6,17.6
La1Fe0.7Ru0.3As1F0.11O0.89,6,18.3
La1Fe0.5Ru0.5As1F0.11O0.89,6,13.6
Nd1Fe0.98Ru0.02As1F0.11O0.89,6,46.7
Nd1Fe0.9Ru0.1As1F0.11O0.89,6,37.4
Nd1Fe0.8Ru0.2As1F0.11O0.89,6,22.1
Nd1Fe0.7Ru0.3As1F0.11O0.89,6,21.3
Nd1Fe0.5Ru0.5As1F0.11O0.89,6,13.7
Sm1Fe0.95Ru0.05As1F0.15O0.85,6,39.3
Sm1Fe0.8Ru0.2As1F0.15O0.85,6,16.9
Sm1Fe0.7Ru0.3As1F0.15O0.85,6,11.1
Sm1Fe0.5Ru0.5As1F0.15O0.85,6,4.26
Ir0.99Pt0.01Te2,3,2.05
Ir0.98Pt0.02Te2,3,2.855
Ir0.97Pt0.03Te2,3,3.07
Ir0.96Pt0.04Te2,3,2.945
Ir0.94Pt0.06Te2,3,2.69
Ir0.92Pt0.08Te2,3,2.28
Sn0.6In0.4Te1,3,4.75
Sn0.961In0.027Te1,3,1.85
Sn0.95In0.038Te1,3,1.9
Sn0.927In0.061Te1,3,1.8
Sn0.923In0.065Te1,3,1.8
Sn0.915In0.073Te1,3,1.9
Sn0.904In0.084Te1,3,1.76
Sm1Fe0.85Ir0.15As1O1,5,16.0
Fe1Se0.92,2,7.6
Fe1Se0.874Sb0.046,3,9.2
Fe1Se0.828Sb0.092,3,8.3
Fe1Se0.736Sb0.184,3,8.85
Ca1Ga1Si1,3,4.2
Bi2Te3,2,2.845
Bi0.85Sb0.15,2,6.79
Ta1Se3,2,2.0
Li1Cu2P2,3,3.7
Li1Fe1P1,3,4.1
K0.5Ti1N1Cl1,4,16.3
Ti1N1,2,5.6
Li0.5Ti1N1Cl1,4,16.5
Na0.5Ti1N1Cl1,4,16.3
Rb0.5Ti1N1Cl1,4,16.3
Pr2Ba4Cu7O14.74,4,15.5
Pr2Ba4Cu7O14.36,4,20.6
Pr2Ba4Cu7O14.21,4,23.0
Sr1Pd2Ge2,3,3.0
Sr1Pd1.8Ni0.2Ge2,4,3.2
Sr1Pd1Ni1Ge2,4,2.1
Sr1Ni2Ge2,3,0.87
Li1Fe1As1,3,15.1
Li1Fe0.98Cu0.02As1,4,9.3
Sr1Pd1.99Pt0.01Ge2,4,2.82
Sr1Pd1.98Pt0.02Ge2,4,2.96
Sr1Pd1.96Pt0.04Ge2,4,3.16
Sr1Pd1.94Pt0.06Ge2,4,3.22
Sr1Pd1.93Pt0.07Ge2,4,3.24
Sr1Pd1.92Pt0.08Ge2,4,3.23
Sr1Pd1.9Pt0.1Ge2,4,2.89
Sr1Pd1.86Pt0.14Ge2,4,2.6
Sr1Pd2Si0.02Ge1.98,4,2.76
Sr1Pd2Si0.04Ge1.96,4,2.72
Sr1Pd2Si0.1Ge1.9,4,2.7
Sr1Pd1.98Ag0.02Ge2,4,2.64
Sr1Pd1.9Ag0.1Ge2,4,2.62
Sr1Pd1.8Ag0.2Ge2,4,2.52
Ca3Ir4Sn13,3,7.0
K0.8Fe2Se2,3,32.25
La1Ni2Ge2,3,0.69
La1Pd2Ge1.9Sn0.1,4,1.25
La1Pt2Ge1.8Sn0.2,4,1.3
La1Pd2Ge1.96Sn0.04,4,0.82
La1Pd2Ge1.92Sn0.08,4,1.44
In1N1,2,0.2
Ba1Fe1.87Co0.13As2,4,25.0
Ba1Fe1.83Zn0.04Co0.13As2,5,20.0
Ba1Fe1.81Zn0.06Co0.13As2,5,19.0
Ba1Fe1.79Zn0.08Co0.13As2,5,19.0
Y2Ir3Si5,3,2.96
La2Ir3Si5,3,1.99
Y3Ru4Ge13,3,1.8
Lu2Ir3Si5,3,3.3
Ba1Fe1.89Co0.11As2,4,25.0
Ba1Fe1.87Zn0.02Co0.11As2,5,20.0
Ba1Fe1.85Zn0.04Co0.11As2,5,18.5
Ba1Fe1.83Zn0.06Co0.11As2,5,17.0
Ba1Fe1.81Zn0.08Co0.11As2,5,11.0
Ba1Fe1.79Zn0.1Co0.11As2,5,8.0
Ba1Fe1.75Zn0.14Co0.11As2,5,5.0
K0.8Fe2Se2,3,30.5
K0.8Fe1.996Cr0.004Se2,4,20.0
K0.8Fe1.993Cr0.007Se2,4,11.0
K0.8Fe1.996Co0.004Se2,4,22.0
K0.8Fe1.992Co0.008Se2,4,17.0
K0.8Fe1.988Co0.012Se2,4,11.0
K0.8Fe1.99Mn0.01Se2,4,31.0
K0.8Fe1.979Mn0.021Se2,4,31.0
K0.8Fe1.97Mn0.03Se2,4,31.5
K0.8Fe1.951Mn0.049Se2,4,31.9
K0.8Fe1.933Mn0.067Se2,4,32.0
Li1Fe1As1,3,15.0
Ba0.85K0.15Fe2As2,4,4.0
Ba0.825K0.175Fe2As2,4,10.0
Ba0.8K0.2Fe2As2,4,17.0
Ba0.79K0.21Fe2As2,4,18.0
Ba0.78K0.22Fe2As2,4,23.5
Ba0.76K0.24Fe2As2,4,26.0
Ba0.75K0.25Fe2As2,4,28.5
Ba0.72K0.28Fe2As2,4,34.0
Ba0.7K0.3Fe2As2,4,36.0
Ba0.5K0.5Fe2As2,4,34.0
Ba0.3K0.7Fe2As2,4,20.0
Ba0.1K0.9Fe2As2,4,7.0
Ba0.84K0.16Fe2As2,4,7.3
Ba0.82K0.18Fe2As2,4,10.5
Ba0.81K0.19Fe2As2,4,15.0
La1Ru2P2,3,3.7
Sm1Fe1As1F0.075O0.925,5,33.0
Fe0.03Te0.9Se0.1,3,11.9
Fe0.02Te0.85Se0.15,3,12.7
Fe0.02Te0.8Se0.2,3,13.6
Fe1Te0.5Se0.5,3,15.6
Rb1Fe2As2,3,2.55
Rb1Fe2As2,3,1.73
Ba1Fe1.924Co0.076As2,4,14.2
Ba1Fe1.906Co0.094As2,4,20.0
Ba1Fe1.852Co0.148As2,4,23.4
Ba1Fe1.8Co0.2As2,4,18.9
Ba1Fe1.772Co0.228As2,4,16.4
K0.8Fe1.76Se2,3,30.1
Pr1Fe0.9Co0.1As0.95P0.05O1,6,14.2
Pr1Fe0.9Co0.1As0.9P0.1O1,6,14.7
Pr1Fe0.9Co0.1As0.85P0.15O1,6,12.2
Pr1Fe0.9Co0.1As0.8P0.2O1,6,10.9
Pr1Fe0.9Co0.1As0.7P0.3O1,6,9.86
Pr1Fe0.9Co0.1As0.5P0.5O1,6,7.46
Sm1Fe1As1F0.2O0.8,5,29.0
La1Fe1As1F0.2O0.8,5,25.0
Pr1Pt4Ge12,3,7.9
Cs1Fe2As2,3,1.81
Zr0.99V0.01B2,3,6.4
Zr0.96V0.04B2,3,8.7
Zr0.95V0.05B2,3,8.2
Ir3Te8,2,1.8
La0.8Hf0.2Bi1S2O1,5,2.36
La0.7Hf0.3Bi1S2O1,5,1.74
La0.6Hf0.4Bi1S2O1,5,1.74
La0.8Zr0.2Bi1S2O1,5,1.66
La0.8Ti0.2Bi1S2O1,5,2.35
La0.7Ti0.3Bi1S2O1,5,2.22
Na1Fe0.975Co0.025As1,4,21.0
Cu0.03Ir1Te2,3,2.53
Cu0.05Ir1Te2,3,2.84
Cu0.07Ir1Te2,3,2.71
Cu0.1Ir1Te2,3,2.41
Pr4Fe2As2Te0.88O4,5,25.1
Lu1Pt1Bi1,3,1.0
Cu1Ir1.8Pt0.2Se4,4,1.06
Cu1Ir1.6Pt0.4Se4,4,1.76
Cu1Ir1.4Pt0.6Se4,4,1.64
Ba0.9K0.1Fe2As2,4,5.5
Ba0.88K0.12Fe2As2,4,10.0
Ba0.85K0.15Fe2As2,4,18.0
Ba0.8K0.2Fe2As2,4,22.0
Ba0.75K0.25Fe2As2,4,31.0
Ba0.63K0.37Fe2As2,4,39.0
Sr1Pt3P1,3,8.4
Ca1Pt3P1,3,6.6
La1Pt3P1,3,1.5
Li0.9Mo6O17,3,2.2
Ir0.5Pt0.5Te2,3,3.0
C1,1,3.1
C1,1,4.1
C1,1,5.0
Pr1Fe1As1F0.11O0.89,5,45.0
La1Fe1As1F0.15O0.85,5,26.2
La1Fe0.8Zn0.2As1F0.15O0.85,6,25.5
La1Fe0.4Zn0.6As1F0.15O0.85,6,24.6
La1Fe0.2Zn0.8As1F0.15O0.85,6,23.9
Fe1Se0.93,2,7.0
Sn0.05Fe1Se0.93,3,7.0
Sn0.1Fe1Se0.93,3,7.0
Ca2Al3Si4,3,6.2
Ca2Al2.73Si4.27,3,6.4
Ca2Al2.39Si4.61,3,5.4
Bi3.99Cu0.01S3O4,4,3.94
Bi3.95Cu0.05S3O4,4,2.6
Bi3.9Cu0.1S3O4,4,3.0
La1Pd2Sb2,3,1.3
Eu1Sr2Nb0.8Sn0.2Cu2O8,6,40.0
Cu0.14Bi2Te3,3,6.0
Sr1Pt2Ge2,3,10.2
Sm1Fe1As1F0.12O0.88,5,50.1
Sm1Fe0.99Mn0.01As1F0.12O0.88,6,37.2
Sm1Fe0.97Mn0.03As1F0.12O0.88,6,31.3
Sm1Fe0.94Mn0.06As1F0.12O0.88,6,16.0
Sm1Fe0.99Ni0.01As1F0.12O0.88,6,45.7
Sm1Fe0.97Ni0.03As1F0.12O0.88,6,34.5
Sm1Fe0.94Ni0.06As1F0.12O0.88,6,18.8
Sm1Fe0.9Ni0.1As1F0.12O0.88,6,5.6
Ca10Pt4.05Fe8.95As18,4,13.0
Ca10Pt4.2Fe9.8As18,4,30.0
Lu2Sn1C1,3,5.2
Li2Pd3B1,3,8.29
Li2Pd3B0.95Al0.05,4,7.75
Li2Pd3B0.9Al0.1,4,7.49
Li2Pt3B1,3,3.19
Li2Pt3B0.99Al0.01,4,2.86
Li2Pt3B0.95Al0.05,4,2.12
Ir0.96Pt0.04Te2,3,3.0
Ir0.92Pt0.08Te2,3,2.49
Ir0.88Pt0.12Te2,3,1.92
Na1Fe0.97Co0.03As1,4,22.0
Zr2Co0.95Cu0.05,3,6.52
Zr2Co0.9Cu0.1,3,6.07
Zr2Co0.85Cu0.15,3,5.88
Zr2Co0.8Cu0.2,3,5.41
Zr2Co0.75Cu0.25,3,4.89
Zr2Co0.7Cu0.3,3,4.39
Bi4S3O4,3,4.4
Bi4S2.97Se0.03O4,4,4.2
Bi4S2.91Se0.09O4,4,3.7
Bi4S2.85Se0.15O4,4,3.5
Pr0.65Sr0.35Fe1As0.9Sb0.1O1,6,21.87
Pr0.65Sr0.35Fe1As0.8Sb0.2O1,6,22.0
Pr0.65Sr0.35Fe1As0.85Sb0.15O1,6,21.9
Pr0.65Sr0.35Fe1As0.95P0.05O1,6,15.4
Pr0.6Sr0.4Fe1As0.9Sb0.1O1,6,22.0
Pr0.65Sr0.35Fe1As1O1,5,16.5
K1Fe2As2,3,3.6
K0.9Na0.1Fe2As2,4,2.9
Ir0.95Te2,2,4.68
Ir0.85Rh0.1Te2,3,4.49
Ir0.75Rh0.2Te2,3,4.33
Ir0.68Rh0.27Te2,3,4.02
Ir0.58Rh0.37Te2,3,3.76
Ir0.53Rh0.42Te2,3,3.2
Ir0.43Rh0.52Te2,3,2.82
La1Fe1As1F0.1O0.9,5,27.0
Ce1Fe1As1F0.1O0.9,5,38.0
Pr1Fe1As1F0.1O0.9,5,43.0
Nd1Fe1As1F0.1O0.9,5,48.0
Sm1Fe1As1F0.1O0.9,5,53.0
La3Pd4Si4,3,1.98
Nb3Pd0.7Se7,3,2.1
Nb2Pd0.67Se5,3,1.2
La1Bi1S2F0.5O0.5,5,3.34
Ce1Bi1S2F0.5O0.5,5,2.27
Ba0.85Na0.15Ti2Sb2O1,5,5.0
Fe1Se1,2,8.2
Nb2Pd0.81S5,3,6.6
Nb2Pd1S5,3,6.25
Nb2Pd1S4.5Se0.5,4,4.27
Nb2Pd1S4.25Se0.75,4,3.18
Nb2Pd1S4Se1,4,2.76
Nb2Pd1S3.75Se1.25,4,2.23
Nb2Pd1S3.5Se1.5,4,1.87
Nb2Pd1S3Se2,4,1.17
Sb3Zr5,2,2.3
Sn3Zr5,2,1.9
Sb3Zr5,2,2.2
Ba0.75Na0.25Ti2Sb2O1,5,4.5
Sn0.975In0.025Te1,3,1.42
Sn0.96In0.04Te1,3,1.22
Sn0.95In0.05Te1,3,1.41
Ba3Ir4Ge16,3,6.1
Ba4Ir8Ge28,3,3.2
Nb0.18Re0.82,2,8.9
Nb0.25Re0.75,2,6.75
Nb0.29Re0.71,2,5.62
Nb0.31Re0.69,2,4.92
La1Pd0.85Bi2,3,2.1
Fe1Se1,2,9.4
Bi3Ni1,2,3.95
Ce1Co0.9Ru0.1In5,4,2.25
Ce1Co0.8Ru0.2In5,4,2.18
Ce1Co0.7Ru0.3In5,4,2.13
Ce1Co0.6Ru0.4In5,4,1.8
Ce1Co0.5Ru0.5In5,4,1.77
Eu1Fe2As2,3,31.0
Bi4S3O4,3,4.7
Eu1Fe2As1.7P0.3,4,25.0
Li1Fe3Se2O2,4,42.8
Pr1Pt4Ge12,3,7.92
Pr0.95Ce0.05Pt4Ge12,4,5.75
Pr0.93Ce0.07Pt4Ge12,4,5.52
Pr0.915Ce0.085Pt4Ge12,4,4.61
Pr0.9Ce0.1Pt4Ge12,4,4.11
Pr0.86Ce0.14Pt4Ge12,4,3.43
Pr0.8Ce0.2Pt4Ge12,4,1.767
Pr0.75Ce0.25Pt4Ge12,4,1.015
Pr0.65Ce0.35Pt4Ge12,4,0.29
Ca10Bi9.88,2,2.075
Tl1Ni2Se2,3,3.7
Rb0.19W1O3,3,5.5
Fe1Se0.82Br0.18,3,5.0
Fe1Se0.8Br0.2,3,5.0
Fe1Se0.7Br0.3,3,5.0
La1Bi1S2F0.3O0.77,5,3.1
La1Bi1S2F0.7O0.54,5,4.46
La1Bi1S2F0.9O0.54,5,4.55
Ce1Bi1S2F0.7O0.35,5,4.0
Ce1Bi1S2F0.9O0.34,5,3.51
Nd1Bi1S2F0.3O0.74,5,3.51
Nd1Bi1S2F0.7O0.63,5,5.24
Nd1Bi1S2F0.9O0.62,5,5.44
Ca0.86Pr0.14Fe2As2,4,32.5
Ce1Cu2Si2,3,0.6
Ca1Pd2As2,3,1.27
Sr1Pd2As2,3,0.92
Ba1Pd2As2,3,2.0
Nd1Fe1As1F0.1O0.9,5,51.0
Au0.075Sb0.85Te0.075,3,4.5
Au0.1Sb0.8Te0.1,3,6.0
Au0.125Sb0.75Te0.125,3,6.7
Au0.2Sb0.6Te0.2,3,6.6
Au0.1Sb0.9,2,8.0
Au0.1Sb0.9,2,7.0
Au0.15Sb0.85,2,8.1
Ba2Bi3,2,4.4
Nd1Fe1As1F0.1O0.9,5,53.0
Ba0.95Na0.05Ti2Sb2O1,5,3.14
Ba0.9Na0.1Ti2Sb2O1,5,4.24
Ba0.85Na0.15Ti2Sb2O1,5,5.22
Ba0.75Na0.25Ti2Sb2O1,5,5.53
Sr2V1Fe1As1O3,5,24.8
Sr1.9Ca0.1V1Fe1As1O3,6,25.8
Sr1.8Ca0.2V1Fe1As1O3,6,13.7
Sr1.7Ca0.3V1Fe1As1O3,6,0.8
La1Bi1S2F0.2O0.8,5,7.11
La1Bi1S2F0.4O0.6,5,10.26
La1Bi1S2F0.5O0.5,5,10.96
La1Bi1S2F0.6O0.4,5,9.5
La1Bi1S2F0.7O0.3,5,7.86
Er1Pd1Bi1,3,1.24
La1Ni0.84Bi2.04,3,4.41
Ce1Ni0.8Bi2.03,3,4.2
Pr1Ni0.79Bi1.98,3,4.2
Nd1Ni0.72Bi2.14,3,4.2
Sm1Ni0.78Bi2.08,3,4.2
Gd1Ni0.72Bi1.91,3,4.2
Tb1Ni0.74Bi1.9,3,4.2
Dy1Ni0.74Bi1.78,3,4.2
Nd1Bi1S2F0.5O0.5,5,4.95
P1,1,9.5
La1Ni1C2,3,2.86
La1Ni0.95Cu0.05C2,4,3.15
La1Ni0.9Cu0.1C2,4,3.24
La1Ni0.85Cu0.15C2,4,3.31
La1Ni0.8Cu0.2C2,4,3.45
La1Ni0.75Cu0.25C2,4,3.48
La1Pd2Ge2,3,0.96
La3Pd4Ge4,3,2.23
La3Ni4Si4,3,0.96
La3Ni4Ge4,3,0.74
Pr0.8Sr0.2Fe1As1O1,5,13.6
Pr0.8Sr0.2Fe0.97Zn0.03As1O1,6,13.0
Pr0.8Sr0.2Fe0.94Zn0.06As1O1,6,12.0
Ir1Sn4,2,0.93
La1Pt4Ge12,3,8.2
Nd1Pt4Ge12,3,0.7
Bi4S3O4,3,4.47
La1Bi1S2F0.5O0.5,5,8.65
H1W1O3,3,120.0
La3Pd4Ge4,3,2.5
Mg1B2,2,33.0
Au25Sb75,2,6.7
Pd16.5Sb83.5,2,4.9
In25Sb75,2,4.1
In31.5Sb68.5,2,3.7
Au30Pd3.3Te66.6,3,2.6
Au16.7Pd16.6Te66.7,3,4.6
La1Bi1S2F0.5O0.5,5,3.1
Ce1Bi1S2F0.5O0.5,5,1.89
Pr1Bi1S2F0.5O0.5,5,4.29
Nd1Bi1S2F0.5O0.5,5,4.37
Yb1Bi1S2F0.5O0.5,5,5.3
Pr1Ru4As12,3,2.5
Na1Fe1As1,3,8.94
Na1Fe0.995Co0.005As1,4,9.81
Na1Fe0.99Co0.01As1,4,17.8
Na1Fe0.985Co0.015As1,4,19.9
Na1Fe0.97Co0.03As1,4,21.0
Na1Fe0.95Co0.05As1,4,15.9
Ba1Ti2Sb2O1,4,0.95
Ba0.85Na0.15Fe2As2,4,5.3
Ba0.8Na0.2Fe2As2,4,11.8
Ba0.76Na0.24Fe2As2,4,15.9
Ba0.7Na0.3Fe2As2,4,23.8
Ba0.65Na0.35Fe2As2,4,33.1
Ba0.6Na0.4Fe2As2,4,33.7
Ba0.5Na0.5Fe2As2,4,32.8
Ba0.4Na0.6Fe2As2,4,28.7
Ba0.3Na0.7Fe2As2,4,24.2
Ba0.2Na0.8Fe2As2,4,19.2
Ba0.1Na0.9Fe2As2,4,18.4
La1Rh1P1,3,2.5
La1Ir1P1,3,5.3
La1Ir1As1,3,3.1
Pr4Fe2As2Te0.88O4,5,25.0
Sm4Fe2As2Te0.92O4,5,25.0
Gd4Fe2As2Te0.9O4,5,25.0
Sm4Fe2As2Te0.72F1.2O2.8,6,40.0
Gd4Fe2As2Te0.92F0.8O3.2,6,45.0
Ba1Fe1.857Co0.13Mn0.013As2,5,18.0
Ba1Fe1.832Co0.15Mn0.018As2,5,13.5
Ba1Fe1.86Co0.12Mn0.02As2,5,12.5
Ba1Fe1.84Co0.13Mn0.03As2,5,8.0
Ba1Fe2As1.3P0.7,4,30.0
Ba1Fe1.97Mn0.03As1.3P0.7,5,16.0
Ce1Ir1In5,3,1.273
Mo1Sn0.03Sr2Y1Cu2O8,6,26.0
Ce1Ir1In4.973Hg0.027,4,0.955
Ce1Ir1In4.955Hg0.045,4,0.993
Ce1Ir1In4.946Hg0.054,4,0.476
Ce1Ir1In4.996Sn0.004,4,1.043
Ce1Ir1In4.986Sn0.014,4,0.8
Ce1Ir1In4.97Sn0.03,4,0.66
Ce1Ir0.987Pt0.013In5,4,0.897
Ce1Ir0.978Pt0.022In5,4,0.734
Ce1Ir0.956Pt0.044In5,4,0.429
Na1Fe1As1,3,11.1
Na1Fe0.99Co0.01As1,4,13.0
Na1Fe0.98Co0.02As1,4,18.8
Na1Fe0.97Co0.03As1,4,20.4
Na1Fe0.95Co0.05As1,4,17.0
Na1Fe0.92Co0.08As1,4,7.53
Ba1Fe1.926Co0.074As2,4,6.2
Ba1Fe1.92Co0.08As2,4,6.7
Ba0.95Rb0.05Ti2Sb2O1,5,4.25
Ba0.9Rb0.1Ti2Sb2O1,5,5.33
Ba0.8Rb0.2Ti2Sb2O1,5,6.19
Ba0.7Rb0.3Ti2Sb2O1,5,5.93
Ba0.6Rb0.4Ti2Sb2O1,5,5.71
La1Pd1Si3,3,2.65
La1Pt1Si3,3,1.52
Tl0.4Rb0.4Fe1.67Se2,4,31.8
K0.8Fe1.7Se2,3,32.0
Ir0.95Pd0.05Te2,3,2.5
K0.38W1O3,3,2.09
K0.4W1O3,3,1.74
K0.42W1O3,3,1.34
K0.45W1O3,3,0.885
La3Co4Sn13,3,1.95
La3Co4Sn13,3,2.85
La1F0.5Bi1S2O0.5,5,9.25
Ca10Pt0.78Fe9.22As18,4,9.96
Bi2.15Sr1.9Cu1O6,4,4.0
Bi2.15Sr1.9Cu1O6,4,4.3
Ca3Ir4Ge4,3,1.7
Pb4Ag1Bi6Se14,4,1.075
Pb3.9Ag1.1Bi6Se14,4,1.7
Nb0.87Si0.09N0.87O0.13,4,16.35
Nb1N0.87O0.13,3,17.2
Bi2Sr2Cu1O6,4,6.0
Bi2Sr2Cu1O6,4,9.0
Pb0.445Sn0.445In0.13Te1,4,3.2
Pb0.42Sn0.42In0.16Te1,4,3.4
Pb0.4Sn0.4In0.2Te1,4,4.0
Pb0.35Sn0.35In0.3Te1,4,4.8
La1Bi1S2F0.5O0.5,5,2.65
La1Bi1S2F0.5O0.5,5,7.92
La1Bi1S2F0.5O0.5,5,5.43
La1Bi1S2F0.5O0.5,5,4.51
La1Bi1S2F0.5O0.5,5,2.75
Y1Pt1Bi1,3,0.98
Nb2B1N1,3,4.4
Ce1Ni0.8Bi2,3,4.2
La0.9Y0.1Co2B2,4,4.1
La2Sb1,2,5.3
Sm1Fe0.96Ni0.04As1O1,5,7.5
Sm1Fe0.94Ni0.06As1O1,5,9.0
Sm1Fe0.92Ni0.08As1O1,5,6.0
Ba0.96K0.04Ti2Sb2O1,5,3.88
Ba0.95K0.05Ti2Sb2O1,5,4.25
Ba0.9K0.1Ti2Sb2O1,5,5.13
Ba0.88K0.12Ti2Sb2O1,5,6.1
Ba0.85K0.15Ti2Sb2O1,5,5.86
Ba0.8K0.2Ti2Sb2O1,5,3.0
Eu1Sr2Ta0.8Sn0.2Cu2O8,6,40.0
Sm1Sr2Ta0.8Sn0.2Cu2O8,6,30.0
Nb0.6Al0.08N0.79O0.21,4,7.0
Nb0.89Al0.11N0.85O0.17,4,17.3
Nb0.95Mg0.05N0.92O0.08,4,15.0
Nb0.95Mg0.05N0.92O0.08,4,17.6
Nb0.9Mg0.1N0.87O0.13,4,5.0
Nb0.9Mg0.1N0.87O0.13,4,16.2
Nb1N0.98O0.02,3,17.7
Nb0.95Mg0.05N0.92O0.08,4,17.0
Nb0.89Al0.11N0.84O0.16,4,16.7
Nb0.87Si0.09N0.13O0.13,4,16.8
Ti0.4V0.6,2,7.46
Ti0.6V0.4,2,7.15
Ti0.7V0.3,2,7.0
Ti0.8V0.2,2,4.15
Ce1Pd1Bi1,3,1.3
La1C2,2,1.695
La1C2,2,1.8
Sr1Pd1Ge3,3,1.5
Ba1Pt1Si3,3,1.75
Sr1Pt1Ge3,3,1.0
La1Pd0.6Ge0.14,3,2.8
Fe1Se0.3Te0.7,3,14.5
