Environment,Material Group,Material Family,Material,Rate (mm/yr) or Rating,Rate (mils/yr) or Rating,Localized Attack,UNS,Condition/Comment,Concentration (Vol %),Temperature (deg C),Temperature (deg F),Duration,Reference #,Reference,rate_mm_yr_numeric,rate_letter_grade
Stearic Acid,Stainless steels,Martensitic,410,A (Resistant),A (Resistant),,S41000,,,Room,Room,,121.0,"Cyclops Corp., Universal-Cyclops Specialty Steel Division",,A
Stearic Acid,Stainless steels,Martensitic,410,A (Resistant),A (Resistant),,S41000,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Martensitic,416,A (Resistant),A (Resistant),,S41600,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Martensitic,420,A (Resistant),A (Resistant),,S42000,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Succinic Acid,Aluminum and alloys,99.0% min Al,Aluminum (>99.5%),A (Resistant),A (Resistant),,A91350,Solution,,20-100,68-212,,92.0,"F. King, Aluminum and Its Alloys, Ellis Horwood, Chichester, England, 1987, p 282-291",,A
Succinic Acid,Aluminum and alloys,Aluminum-manganese,Aluminum-manganese alloys,A (Resistant),A (Resistant),,,Solution,,20-100,68-212,,92.0,"F. King, Aluminum and Its Alloys, Ellis Horwood, Chichester, England, 1987, p 282-291",,A
Succinic Acid,Refractory metals and alloys,Titanium and alloys,Titanium,A (Resistant),A (Resistant),,,,100,185,366,,90.0,"N.D. Tomashov and P.M. Altovskii, Corrosion and Protection of Titanium, Government Scientific-Technical Publication of Machine-Building Literature (Russian translation), 1963; L.C. Covington and R.W. Schultz, Corrosion of Resistance of Titanium, TIMET Cor",,A
Succinic Acid,Refractory metals and alloys,Titanium and alloys,Titanium,A (Resistant),A (Resistant),,,,Saturated,Room,Room,,90.0,"N.D. Tomashov and P.M. Altovskii, Corrosion and Protection of Titanium, Government Scientific-Technical Publication of Machine-Building Literature (Russian translation), 1963; L.C. Covington and R.W. Schultz, Corrosion of Resistance of Titanium, TIMET Cor",,A
Succinic Acid,Refractory metals and alloys,Titanium and alloys,"Titanium, unalloyed",.005 max,0.2 max,,,,100,185,365,,218.0,"R.W. Schutz, A Case for Titanium's Resistance to Microbiologically Influenced Corrosion, Materials Performance, NACE, USA, January 1991, p 58-61",0.005,
Succinic Acid,Refractory metals and alloys,Zirconium and alloys,Zr702,0.05 max,2 max,,R60702,,0-50,100,212,,15.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 711-715",0.05,
Succinic Acid,Refractory metals and alloys,Zirconium and alloys,Zr702,0.05 max,2 max,,R60702,,100,150,300,,15.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 711-715",0.05,
Sulfur,Aluminum and alloys,99.0% min Al,Aluminum (99.0-99.5%),A (Resistant),A (Resistant),,A91199,,,,,,92.0,"F. King, Aluminum and Its Alloys, Ellis Horwood, Chichester, England, 1987, p 282-291",,A
Sulfur,Copper and alloys,Aluminum bronze,Aluminum bronze,B (Good),B (Good),,,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Aluminum bronze,Aluminum bronze,D (Poor),D (Poor),,,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Aluminum bronze,"Ampco 8, aluminum bronze",0.5 min,20 min,,C61300,Molten,,,,,96.0,"Stock Metals, Ampco Metal Company, 1988",0.5,
Sulfur,Copper and alloys,Brass,Brass,B (Good),B (Good),,,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Brass,Brass,D (Poor),D (Poor),,,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Brass,Cartridge brass,A (Resistant),A (Resistant),,C26000,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,A
Sulfur,Copper and alloys,Brass,Cartridge brass,D (Poor),D (Poor),,C26000,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Brass,Commercial bronze,B (Good),B (Good),,C22000,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Brass,Commercial bronze,D (Poor),D (Poor),,C22000,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Brass,Muntz metal,A (Resistant),A (Resistant),,C28000,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,A
Sulfur,Copper and alloys,Brass,Muntz metal,D (Poor),D (Poor),,C28000,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Brass,Red brass,B (Good),B (Good),,C23000,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Brass,Red brass,D (Poor),D (Poor),,C23000,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Copper,Electrolytic copper,B (Good),B (Good),,C11000,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Copper,Electrolytic copper,D (Poor),D (Poor),,C11000,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Copper,Phosphor copper,D (Poor),D (Poor),,C12200,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Copper,Phosphor copper,B (Good),B (Good),,C12200,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Copper-nickel,70-30 cupronickel,A (Resistant),A (Resistant),,C71500,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,A
Sulfur,Copper and alloys,Copper-nickel,70-30 cupronickel,D (Poor),D (Poor),,C71500,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Copper-nickel,90-10 cupronickel,B (Good),B (Good),,C70600,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Copper-nickel,90-10 cupronickel,D (Poor),D (Poor),,C70600,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Leaded brass,Architectural bronze,A (Resistant),A (Resistant),,C38500,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,A
Sulfur,Copper and alloys,Leaded brass,Architectural bronze,D (Poor),D (Poor),,C38500,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Leaded brass,Free-cutting brass,A (Resistant),A (Resistant),,C36000,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,A
Sulfur,Copper and alloys,Leaded brass,Free-cutting brass,D (Poor),D (Poor),,C36000,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Nickel-silver,Nickel- silver,B (Good),B (Good),,,Dry,18,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Nickel-silver,Nickel- silver,D (Poor),D (Poor),,,Molten,18,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Phosphor bronze,"Phosphor bronze, 5% Sn",B (Good),B (Good),,C51000,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Phosphor bronze,"Phosphor bronze, 5% Sn",D (Poor),D (Poor),,C51000,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Phosphor bronze,"Phosphor bronze, 8% Sn",B (Good),B (Good),,C52100,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Phosphor bronze,"Phosphor bronze, 8% Sn",D (Poor),D (Poor),,C52100,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Silicon bronze,"Silicon bronze, high",B (Good),B (Good),,C65500,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Silicon bronze,"Silicon bronze, high",D (Poor),D (Poor),,C65500,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Silicon bronze,"Silicon bronze, low",B (Good),B (Good),,C65100,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Sulfur,Copper and alloys,Silicon bronze,"Silicon bronze, low",D (Poor),D (Poor),,C65100,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Tin brass,Admiralty brass,A (Resistant),A (Resistant),,C44300,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,A
Sulfur,Copper and alloys,Tin brass,Admiralty brass,D (Poor),D (Poor),,C44300,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Copper and alloys,Tin brass,Naval brass,A (Resistant),A (Resistant),,C46400,Dry,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,A
Sulfur,Copper and alloys,Tin brass,Naval brass,D (Poor),D (Poor),,C46400,Molten,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,D
Sulfur,Miscellaneous,Magnesium and alloys,Magnesium,A (Resistant),A (Resistant),,,,100,Room,Room,,119.0,"Dow Chemical Co., Midland, MI",,A
Sulfur,Refractory metals and alloys,Titanium and alloys,Titanium,A (Resistant),A (Resistant),,,Molten,100,240,464,,90.0,"N.D. Tomashov and P.M. Altovskii, Corrosion and Protection of Titanium, Government Scientific-Technical Publication of Machine-Building Literature (Russian translation), 1963; L.C. Covington and R.W. Schultz, Corrosion of Resistance of Titanium, TIMET Cor",,A
Sulfur,Stainless steels,Austenitic,301,B (Good),B (Good),,S30100,Wet,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Sulfur,Stainless steels,Austenitic,301,A (Resistant),A (Resistant),,S30100,Molten,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Sulfur,Stainless steels,Austenitic,301,C (Questionable),C (Questionable),,S30100,Dry,Boiling,445,833,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Sulfur,Stainless steels,Austenitic,302,B (Good),B (Good),,S30200,Wet,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Sulfur,Stainless steels,Austenitic,302,A (Resistant),A (Resistant),,S30200,Molten,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Sulfur,Stainless steels,Austenitic,302,C (Questionable),C (Questionable),,S30200,Dry,Boiling,445,833,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Sulfur,Stainless steels,Austenitic,303,B (Good),B (Good),,S30300,Wet,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Sulfur,Stainless steels,Austenitic,303,B (Good),B (Good),,S30300,Wet,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Sulfur,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,Molten,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Sulfur,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,Molten,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Sulfur,Stainless steels,Austenitic,303,D (Poor),D (Poor),,S30300,Dry,Boiling,445,833,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,D
Sulfur,Stainless steels,Austenitic,303,C (Questionable),C (Questionable),,S30300,Dry,Boiling,445,833,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Sulfur,Stainless steels,Austenitic,304,0.38,15,,S30400,"Metal processing (distillation); no aeration. Liquid, plus selenium",,454,850,7.8 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.38,
Sulfur,Stainless steels,Austenitic,304,0.09,3.7,Severe pitting; crevice attack.,S30400,"No aeration; rapid agitation. With carbon over the standard maximum. Liquid, plus iron and aluminum chlorides, approx. 600 ppm, hydrochloric acid trace possible; filter",,135,275,83 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.09,
Sulfur,Stainless steels,Austenitic,304,0.38,15,,S30400,"Mining; strong aeration; rapid agitation. Liquid, plus small amounts of sulfuric acid and iron sulfate (air-sulfur interface)",,138,280,13 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.38,
Sulfur,Stainless steels,Austenitic,304,0.12,4.8,Severe pitting; crevice attack.,S30400,"No aeration; no agitation. Liquid, with traces of moisture and hydrochloric acid",,150,302,105 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.12,
Sulfur,Stainless steels,Austenitic,304,2.24,88,Severe pitting,S30400,"No aeration; no agitation. Liquid, water saturated, pressure 25 psig",,120,248,8.5 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",2.24,
Sulfur,Stainless steels,Austenitic,304,0.68,27,,S30400,Rapid agitation. Vapors,,571,1060,54 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.68,
Sulfur,Stainless steels,Austenitic,304,B (Good),B (Good),,S30400,Wet,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Sulfur,Stainless steels,Austenitic,304,A (Resistant),A (Resistant),,S30400,Molten,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Sulfur,Stainless steels,Austenitic,304,C (Questionable),C (Questionable),,S30400,Dry,Boiling,445,833,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Sulfur,Stainless steels,Austenitic,316,0.2,8,,S31600,"Metal processing (distillation); no aeration. Liquid, Plus selenium",,454,850,7.8 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.2,
Sulfur,Stainless steels,Austenitic,316,0.06,2.4,,S31600,"No aeration; rapid agitation. Liquid plus iron and aluminum chlorides, approx. 600 ppm, hydrochloric acid trace possible; filter",,135,275,83 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.06,
Sulfur,Stainless steels,Austenitic,316,0.46,18,,S31600,"Mining; strong aeration; rapid agitation; Liquid, plus small amounts of sulfuric acid and iron sulfate (air-sulfur interface)",,138,280,13 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.46,
Sulfur,Stainless steels,Austenitic,316,0.08,3.3,Severe pitting; crevice attack.,S31600,No aeration; no agitation. Liquid with traces of moisture and hydrochloric acid,,150,302,105 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.08,
Sulfur,Stainless steels,Austenitic,316,1.47,58,Severe pitting,S31600,"No aeration; no agitation. Liquid, water saturated, pressure 25 psig",,120,248,8.5 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",1.47,
Sulfur,Stainless steels,Austenitic,316,0.79,31,,S31600,Rapid agitation. Vapors,,571,1060,54 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.79,
Sulfur,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,Wet,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Sulfur,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,Molten,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Sulfur,Stainless steels,Austenitic,316,C (Questionable),C (Questionable),,S31600,Dry,Boiling,445,833,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Sulfur,Stainless steels,Austenitic,317,0.08,3.3,,S31700,"No aeration; rapid agitation. Liquid plus iron and aluminum chlorides, approx. 600 ppm, hydrochloric acid trace possible; filter",,135,275,83 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.08,
Sulfur,Stainless steels,Austenitic,317,0.43,17,,S31700,"Mining; strong aeration; rapid agitation; Liquid, plus small amounts of sulfuric acid and iron sulfate (air-sulfur interface)",,138,280, 13 d,89.0,"A Guide to Corrosion Resistance, Climax Molybdenum Company, Greenwich, CT, 1981",0.43,
Sulfur,Stainless steels,Austenitic,321,B (Good),B (Good),,S32100,Wet,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Sulfur,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,Molten,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Sulfur,Stainless steels,Austenitic,321,C (Questionable),C (Questionable),,S32100,Dry,Boiling,445,833,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Sulfur,Stainless steels,Austenitic,347,B (Good),B (Good),,S34700,Wet,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
